Name,Metaphors,Emoji
People,"group,team,organization,contact,guest",👥
Pentagon,"shape,create,edit,canvas",⬟
People Add,"group,team,organization,contact,guest,plus,new",👥
People Audience,"group,team,organization,contact,guest",👥
People Call,"group,team,organization,contact,guest,phone,handset",📞
People Chat,"discussion,message,post,group,team,organization,contact,guest",💬
People Checkmark,"group,team,organization,contact,guest",✅
People Community,"group,team,organization,contact,guest",👥
People Community Add,"group,team,organization,contact,guest,plus,add",👥
People Edit,"group,team,organization,contact,guest,pencil",✏️
People Error,"group,team,organization,contact,guest,exclamation,alert",⚠️
People Eye,"discussion,message,post,group,team,organization,contact,guest,visibility,privacy",👁️
People Link,"group,team,organization,contact,guest,url,link",🔗
People Lock,"group,team,organization,contact,guest,security,safety,access",🔒
People List,"group,team,organization,contact,guest",👥
People Money,"group,team,organization,contact,guest,cash,currency,payment,purchase",💵
People Prohibited,"group,team,organization,contact,guest,warning,no access",🚫
People Queue,"group,team,organization,contact,guest,line,waiting,order",👥
People Settings,"group,team,organization,contact,guest,gear",⚙️
People Star,"human,person,favorite,leadership corner",⭐
People Subtract,"human,patient,contact,guest,account,roll up,dash,line,block",➖
People Swap,"group,team,organization,contact,guest,arrow,switch",🔄
People Sync,"group,team,organization,contact,guest,arrow",🔄
People Team,"group,team,organization,contact,guest",👥
People Team Add,"group,team,organization,contact,guest,plus,new",👥
People Team Delete,"group,team,organization,contact,guest,x,close",❌
People Team Toolbox,"group,team,organization,contact,guest",🧰
People Toolbox,"group,team,organization,contact,guest",🧰
Person,"human,patient,contact,guest,avatar,people",👤
Person 5,"human,patient,contact,guest,number,five,six,type",5️⃣
Person 6,"human,patient,contact,guest,number,five,six,type",6️⃣
Person Accounts,"human,patient,contact,guest,organization,company,business",👤
Person Alert,"human,patient,contact,guest,account,roll up",⚠️
Person Add,"human,patient,contact,guest,plus,new,edit",➕
Person Alert Off,"human,patient,contact,guest,account,roll up",⚠️
Person Arrow Back,"human,patient,contact,guest,arrow left",⬅️
Person Arrow Left,"human,patient,contact,guest,leave,meeting",⬅️
Person Arrow Right,"human,patient,contact,guest",➡️
Person Available,"human,patient,contact,guest,approved,access,checkmark,check",✅
Person Board,"human,patient,contact,guest,card,people card,information",👤
Person Board Add,"human,patient,contact,guest,card,people card,information",➕
Person Call,"human,patient,contact,guest,phone,handset",📞
Person Chat,"human,patient,contact,guest",💬
Person Circle,"human,patient,contact,guest",⭕
Person Clock,"human,patient,contact,guest,time,meeting",⏰
Person Delete,"human,patient,contact,guest,x,close,access",❌
Person Desktop,"human,patient,contact,guest",🖥️
Person Edit,"human,patient,contact,guest,pencil,edit,create,avatar",✏️
Person Feedback,"human,patient,contact,guest",💬
Person Head Hint,"sound,audio,noise cancel,noise transparent,noise cancelling,noise transparency,speaker,device,human,user",👤
Person Home,"human,patient,contact,guest,account,roll up",🏠
Person Heart,"people,avatar,heart,insider",❤️
Person Info,"human,patient,contact,guest",ℹ️
Person Key,"human,patient,contact,guest,security,access",🔑
Person Lightbulb,"human,patient,contact,guest,light,bright,ai",💡
Person Lightning,"person,process,bolt,spark,human,patient,contact,guest",⚡
Person Link,"human,patient,contact,guest,detail,info",🔗
Person Lock,"human,patient,contact,guest,security,safety,access",🔒
Person Mail,"human,patient,contact,guest,postage",✉️
Person Money,"human,patient,contact,guest,currency,cash,purchase",💵
Person Note,"human,patient,contact,guest,information,details",📝
Person Passkey,"human,patient,contact,guest,detail,info,privacy,security,passkey,key",🔑
Person Phone,"person,people,worker,work,organization,device,phone",📞
Person Pill,"human,patient,contact,guest,medical,hospital,medicine,doctor,health",💊
Person Prohibited,"human,patient,contact,guest,access,block,slash",🚫
Person Question Mark,"human,patient,contact,guest,unknown",❓
Person Ribbon,"human,patient,contact,guest,medal,earn,accolade,award,benefit,bonus",🎗️
Person Running,"person,late,time",🏃
Person Search,"group,team,organization,contact,guest,magnifying glass,dr who",🔍
Person Settings,"human,patient,contact,guest,gear",⚙️
Person Sound Spatial,"audio,sound,volume,device,speaker,surround,spatial,3d,human,user",🔊
Person Square,"human,patient,contact,guest",🟦
Person Square Add,"human,patient,contact,guest",➕
Person Square Checkmark,"human,patient,contact,guest",✅
Person Standing,"human,position,actor stand",🧍
Person Star,"favorite,selected,people",⭐
Person Starburst,"human,patient,contact,guest",✨
Person Subtract,"human,patient,contact,guest,access,security,block",➖
Person Support,"human,patient,contact,guest,headset,help,it",🎧
Person Swap,"human,patient,contact,guest,switch,arrow",🔄
Person Sync,"human,patient,contact,guest",🔄
Person Tag,"human,patient,contact,guest,information,metaphor,pronouns,details",🏷️
Person Tentative,"human,patient,contact,guest,tentative,calendar,diagonal,rsvp",❓
Person Voice,"human,patient,contact,guest,audio,talk,meeting,sound. Used in a wide range of scenarios - representing a general person,a contact,contact lists,sharing,and managing access.",🗣️
Person Walking,"walk,move,person",🚶
Person Warning,"human,patient,contact,guest,insider risk management",⚠️
Person Wrench,"human,patient,contact,guest",🔧
Phone,"device,mobile,small screen,cellular telephone,apple,android",📱
Phone Add,"device,mobile,small screen,cellular telephone,apple,android,plus,new",➕
Phone Arrow Right,"device,mobile,small screen,cellular telephone,apple,android",➡️
Phone Briefcase,"phone,device,work device,work profile,org",💼
Phone Chat,"device,mobile,small screen,cellular telephone,apple,android",💬
Phone Checkmark,"device,mobile,small screen,cellular telephone,apple,android",✅
Phone Desktop,"device,mobile,small screen,cellular telephone,apple,android,monitor,large screen,connect",🖥️
Phone Desktop Add,"device,mobile,small screen,cellular telephone,apple,android",➕
Phone Dismiss,"device,mobile,small screen,cellular telephone,apple,android,x,close",❌
Phone Edit,"device,mobile,small screen,cellular telephone,apple,android,edit,pencil",✏️
Phone Eraser,"device,mobile,small screen,cellular telephone,apple,android,settings",🧽
Phone Footer Arrow Down,"browser,search,location,adjustment,move,bottom",⬇️
Phone Header Arrow Up,"browser,search,location,adjustment,move,top",⬆️
Phone Key,"unlock,device,key,security",🔑
Phone Laptop,"device,mobile,small screen,cellular telephone,apple,android,travel,connect",💻
Phone Link Setup,"device,mobile,small screen,cellular telephone,apple,android,gear",⚙️
Phone Lock,"device,mobile,small screen,cellular telephone,apple,android,security,access,safety",🔒
Phone Multiple,"device,devices,multiple,phone,phones,profile",📱
Phone Multiple Settings,"device,devices,multiple,phone,phones,profile,settings,gear",⚙️
Phone Page Header,"device,mobile,small screen,cellular telephone,apple,android,ui,digital",📱
Phone Pagination,"device,mobile,small screen,cellular telephone,apple,android,ui,digital",📱
Phone Person,"phone,device,people,person,enrollment,account,work,org,organization,profile",👤
Phone Screen Time,"device,mobile,small screen,cellular telephone,apple,android,time,meeting",⏰
Phone Shake,"device,mobile,small screen,cellular telephone,apple,android,vibrate,undo,notification",📳
Phone Span In,"device,mobile,small screen,cellular telephone,apple,android,resize,scale,fit",🔄
Phone Speaker,"device,mobile,small screen,cellular telephone,apple,android,audio,sound,volume",🔊
Phone Span Out,"device,mobile,small screen,cellular telephone,apple,android,resize,scale,fit",🔄
Phone Status Bar,"device,mobile,small screen,cellular telephone,apple,android,ui,header",📱
Phone Subtract,"device,mobile,small screen,cellular telephone,apple,android",➖
Phone Update,"device,mobile,small screen,cellular telephone,apple,android",🔄
Phone Tablet,"device,mobile,small screen,cellular telephone,apple,android,travel,connect",📱
Phone Update Checkmark,"device,mobile,small screen,cellular telephone,apple,android",✅
Phone Vertical Scroll,"device,mobile,small screen,cellular telephone,apple,android,ui",⬇️
Phone Vibrate,"device,mobile,small screen,cellular telephone,apple,android,shake,undo,silenced,alert,notification",📳
Photo Filter,"create,edit,photo,image,picture,lighting",📷
Picture In Picture,"video,screen,device,ui,multiple",🖼️
Pi,"mathematics,3.14159265359,formula",π
Picture In Picture Enter,"video,screen,device,ui,multiple,minimize,scale",🖼️
Picture In Picture Exit,"video,screen,device,ui,multiple,maximize,scale",🖼️
Pill,"medicine,medical,hospital,health,doctor",💊
Pin,"save,share,post,favorite",📌
Pin Globe,"save,share,post,favorite",🌍
Pin Off,"save,share,post,favorite",📌
Pipeline,"process,code,experience,runtime",🔗
Pipeline Add,"process,code,experience,runtime",➕
Pipeline Arrow Curve Down,"process,code,experience,runtime,run,start",⬇️
Pipeline Play,"process,code,experience,runtime",▶️
Pivot,"table,content,switch,cell,column,row",🔄
Plant Cattail,"plant,lake,beach",🌾
Plant Grass,"allergies,allergens,plant,weed",🌱
Plant Ragweed,"allergies,allergens,plant,ragweed",🌱
Play,"control,playback,start,begin",▶️
Play Circle Hint,"movie,video,play,clip,edit,preview,hover,circle",▶️
Play Circle,"control,playback,start,begin",▶️
Play Circle Sparkle,"control,playback,start,begin,AI",✨
Play Multiple,"play,run,all,multiple",▶️
Play Settings,"control,playback,start,begin,gear,run",⚙️
Playing Cards,"stack,play,fun,game",🃏
Plug Connected,"connect,power,add",🔌
Plug Connected Add,"connect,power,add",➕
Plug Connected Checkmark,"connect,power,add",✅
Plug Connected Settings,"connect,power,add",⚙️
Plug Disconnected,"connect,power,add",🔌
Point Scan,,🔍
Poll,"vote,survey,ballot,opinion",🗳️
Poll Horizontal,"vote,survey,ballot,opinion",🗳️
Poll Off,"vote,survey,ballot,opinion",🚫
Port HDMI,"analog,plug,port,cord",🔌
Port Micro USB,"analog,plug,port,cord",🔌
Port USB A,"analog,plug,port,cord",🔌
Port USB C,"analog,plug,port,cord",🔌
Position Backward,"edit,create,layer,forward,backward,send to back,bring to front",🔄
Position Forward,"edit,create,layer,forward,backward,send to back,bring to front",🔄
Position To Back,"edit,create,layer,forward,backward,send to back,bring to front",🔄
Position To Front,"edit,create,layer,forward,backward,send to back,bring to front",🔄
Predictions,"prediction,future,third eye",🔮
Power,"device,electricity,analog",🔌
Premium,"diamond,gem,jewel,upgrade,upsell",💎
Premium Person,"diamond,gem,jewel,upgrade,upsell",💎
Presence Available,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",🟢
Presence Away,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",🟡
Presence Blocked,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",🔴
Presence Busy,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",🔴
Presence DND,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",⛔
Presence OOF,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",🟠
Presence Offline,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",⚫
Presence Tentative,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",🟣
Presence Unknown,"avatar,status,detail,available,away,blocked,busy,dnd,off,unknown",⚪
Presenter,"person,podium,speaker,lecture,talk,pulpit",🎤
Presenter Off,"person,podium,speaker,lecture,talk,pulpit",🔇
Preview Link,"content,block,preview",🔗
Previous,"control,playback,start,begin",⏮️
Previous Frame,"skip,jump,rewind,play,navigate",⏮️
Print,"printer,paper,copy,fax,analog,office,ink",🖨️
Print Add,"printer,paper,copy,fax,analog,office,ink",🖨️
Production,"business,manufacture,factory,construction,product,shipping",🏭
Production Checkmark,"business,manufacture,factory,construction,product,shipping",✅
Prohibited,"block,slash,no access,unauthorized,missing,permission",🚫
Prohibited Multiple,"block,slash,no access,unauthorized,missing,permission",🚫
Prohibited Note,"block,slash,no access,unauthorized,missing,permission",🚫
Projection Screen,"present,presentation,view,slide,lecture,analog",🖥️
Projection Screen Dismiss,"present,presentation,view,slide,lecture,analog",❌
Projection Screen Text,"present,presentation,view,slide,lecture,analog",🖥️
Prompt,"query,ask,suggest,instruct,prompts,AI,sparkle",✨
Protocol Handler,,🔗
Pulse Square,"health,medicine,medical,hospital,doctor",💓
Pulse,"health,medicine,medical,hospital,doctor",💓
Puzzle Cube,"riddle,enigma,brain teaser,logic,head scratcher",🧩
Puzzle Cube Piece,"riddle,enigma,brain teaser,logic,head scratcher",🧩
Puzzle Piece,"app,connect,together,goal",🧩
Puzzle Piece Shield,"app,connect,together,goal,security,safety,protection",🛡️
QR Code,"scan,link,share,quick response,barcode",🔳
Question,"help,unknown,text,type,did you know",❓
Question Circle,"help,unknown,text,type,did you know",❓
Quiz New,"new,add,plus",➕
RAM,"random access memory,storage,device,physical",💾
RSS,"really simple syndication,feed,news,aggregator,square",📰
Radar Checkmark,"track,watch,ping",✅
Radar,"track,watch,ping",📡
Radar Rectangle Multiple,"track,watch,ping",📡
Radio Button,"button,ui,select,toggle",🔘
Rating Mature,"rating,square,text,type,content",🔞
Radio Button Off,"button,ui,select,toggle,radio,button,disabled,slash",🔘
Ratio One To One,"text,type,ratio,one on one,meeting",1️⃣
Re Order Dots Horizontal,"handle,drag,grab,reorder,dots",⋯
Re Order,"handle,drag,grab,reorder,line",↕️
Re Order Dots Vertical,"handle,drag,grab,reorder,dots",⋮
Read Aloud,"read,volume,sound,content,voice,ai",🔊
Reading List Add,"read,list,content,collection,news",📚
Reading Mode Mobile,"read,list,content,collection,news,device,phone",📱
Reading List,"read,list,content,collection,news",📚
Real Estate,"for sale,sign,property,house,home",🏠
Receipt Add,"purchase,retail,invoice,line item,po,money,currency",🧾
Receipt Bag,"purchase,retail,invoice,line item,po,money,currency",🧾
Receipt,"purchase,retail,invoice,line item,po,money,currency",🧾
Receipt Cube,"purchase,retail,invoice,line item,po,money,currency",🧾
Receipt Money,"purchase,retail,invoice,line item,po,money,currency",💵
Receipt Search,"purchase,retail,invoice,line item,po,money,currency",🔍
Receipt Sparkles,"purchase,retail,invoice,line item,po,money,currency",✨
Record,"control,playback,wait,stop,transcribe",⏺️
Record Stop,"control,playback,wait,stop,transcribe",⏹️
Rectangle Landscape,"slide,screen,landscape,page,document,shape",🖼️
Receipt Play,"purchase,retail,invoice,line item,po,money,currency",▶️
Rectangle Landscape Hint Copy,"shape,dash,copy,copy component,copy & sync component,paste,loop,sync",🔄
Rectangle Landscape Sparkle,"video,meeting,selfie,camera,clip,media,front facing,effects,call,chat,ai,settings,transform,background",✨
Rectangle Landscape Sync,"share view,shape,arrows,arrow clockwise",🔄
Rectangle Landscape Sync Off,"share view,shape,arrows,arrow clockwise",🔄
Recycle,"earth,globe,sustainable,sustainability",♻️
Rectangle Portrait Location Target,"location,marker,pin,detail,travel,track",📍
Remote,"cloud,connect,device",☁️
Remix Add,"video,film,clip,media,content,camera,recording,capture,remix,add",➕
Rename,"input,rename,text,type,info,ui,box,form",✏️
Resize,"scale,fit,edit,content,manipulate",⤢
Replay,"control,playback,again,arrow counterclockwise",🔁
Resize Large,"scale,fit,edit,content,manipulate",⤢
Resize Image,"scale,fit,edit,content,manipulate",⤢
Resize Small,"scale,fit,edit,content,manipulate",⤢
Resize Video,"scale,fit,edit,content,manipulate",⤢
Resize Table,"scale,fit,edit,content,manipulate",⤢
Reward,"medal,earn,accolade,award,benefit,bonus",🏅
Rewind,"control,playback,back",⏪
Rhombus,"slide,square,shape",🔷
Ribbon,"medal,earn,accolade,award,benefit,bonus",🎗️
Ribbon Add,"medal,earn,accolade,award,benefit,bonus",🎗️
Ribbon Off,"medal,earn,accolade,award,benefit,bonus",🎗️
Ribbon Star,"medal,earn,accolade,award,benefit,bonus",⭐
Road,"road,street,traffic,drive,car,truck,van,vehicle,lane",🛣️
Road Cone,"construction,under construction,working",🚧
Rocket,"idea,new,getting started,space,uplift,success",🚀
Rotate Left,"edit,create,canvas,horizontal,vertical",🔄
Rotate Right,"edit,create,canvas,horizontal,vertical",🔄
Router,"device,wifi,signal,strength,connection",📡
Row Triple,"column,ui,content",🔲
Ruler,"measure,measurement,length,width,size,scale",📏
Run,"exercise,jog,marathon,clothing,speed,quick",🏃
Sanitize,"clean,sparkle,hand,soap",🧼
SIM,"physical,device,memory,subscriber identity module,storage",💾
Save,"floppy disk,device,old",💾
Save Arrow Right,"floppy disk,device,old",➡️
Save Copy,"plus,add,multiple,save",➕
Save Edit,"floppy disk,device,old,pencil",✏️
Save Image,"floppy disc,save,image,picture,media,cloud",🖼️
Save Multiple,"floppy disk,device,old",💾
Save Search,"floppy disk,device,old,magnifying glass",🔍
Save Sync,"floppy disk,device,old",🔄
Savings,"piggy bank,money,currency,animal,storage",🐷
Scale Fill,"point,direction,horizontal,scale,fit,document",⤢
Scale Fit,"point,direction,horizontal,scale,fit,document",⤢
Scales,"science,measurement,balance,justice,court,device",⚖️
Scan,"camera,aperture,image,picture,scan",🔍
Scan Camera,"camera,aperture,image,picture,scan,ai",📷
Scan Dash,"camera,aperture,image,picture,scan,ai",📷
Scan Object,"camera,aperture,image,picture,scan,ai",📷
Scan Person,"camera,aperture,image,picture,scan,ai,face,scanner",👤
Scan QR Code,"scan,link,share,quick response,barcode",🔳
Scan Table,"camera,aperture,image,picture,scan,ai",📷
Scan Text,"camera,aperture,image,picture,scan,ai",📝
Scan Thumb Up,"camera,aperture,image,picture,scan,ai",👍
Scan Thumb Up Off,"camera,aperture,image,picture,scan,ai",👍
Scan Type,"camera,aperture,image,picture,scan,ai",📷
Scan Type Checkmark,"camera,aperture,image,picture,scan,ai",✅
Scan Type Off,"camera,aperture,image,picture,scan,ai",🚫
Screen Cut,"camera,screenshot,image,picture,copy",✂️
Scratchpad,"recording,template,paper,document",📝
Screen Person,"device,presentation,person,share",👤
Screen Search,"camera,screenshot,image,picture,copy",🔍
Screenshot,"camera,screenshot,image,picture,copy",📸
Screenshot Record,"camera,screenshot,image,picture,copy,video,record,screen capture",⏺️
Search Info,"magnifying glass,zoom,inspect,review",🔍
Script,"script,scroll,template",📜
Search,"magnifying glass,zoom,inspect,review",🔍
Search Shield,"magnifying glass,zoom,inspect,review",🛡️
Search Settings,"magnifying glass,zoom,inspect,review",⚙️
Search Sparkle,"search,find,AI,sparkle",✨
Search Square,"magnifying glass,zoom,inspect,review",🔍
Search Visual,"magnifying glass,zoom,inspect,image,camera,lens",🔍
Seat,"together,together mode,share,video,collaboration,view",💺
Seat Add,"together,together mode,share,video,collaboration,view",➕
Select All Off,"selection,check,checkmark,check multiple",☐
Select All On,"selection,check,checkmark,check multiple",☑️
Select Object,"selection,manipulate,create",🔲
Select Object Skew,"selection,manipulate,create",🔲
Select Object Skew Dismiss,"selection,manipulate,create",❌
Select Object Skew Edit,"selection,manipulate,create",✏️
Send,"paper plane,mail,message",🛩️
Send Beaker,"paper plane,mail,message,test,science,modifier",⚗️
Send Clock,"paper plane,mail,message",⏰
Send Person,"paper plane,mail,message",👤
Send Copy,"arrow,multiple,share",📤
Serial Port,"analog,plug,port,cord,device",🔌
Server,"device,data,connection",🖥️
Server Multiple,"device,data,connection",🖥️
Server Link,"device,data,connection",🔗
Server Play,"device,data,connection",▶️
Server Surface,"environment,server,framework,multiple",🖥️
Service Bell,"device,physical,bell,ring,alert,ding",🔔
Server Surface Multiple,"environment,server,framework,multiple",🖥️
Settings,"gear,options,cog",⚙️
Settings Chat,"gear,options,cog",
Name,Metaphors,Emoji
Settings Chat,"gear,options,cog",⚙️
Settings Cog Multiple,"gear,options,cogs,two,multiple",⚙️
Shape Intersect,"canvas,edit,create,union,subtract,multiple,square",🔲
Shape Exclude,"canvas,edit,create,union,subtract,multiple,square",🔲
Shape Organic,"shape,custom,organic,curve,bean",🫘
Shape Union,"canvas,edit,create,union,subtract,multiple,square",🔲
Shape Subtract,"canvas,edit,create,union,subtract,multiple,square",➖
Shapes,"square,circle,collection,multiple",🔷
Share,"arrow,square,forward,right,send",🔗
Share Android,"dot,forward,right,send",🔗
Share Multiple,"arrow,square,forward,right,send,multiple",🔗
Share Close Tray,"screen,share,arrow,close",❌
Share Screen Person,"screen,share,arrow,close,view,display,camera,meeting",🖥️
Share Screen Person Overlay Inside,"screen,share,arrow,close,view,display,camera,meeting",🖥️
Share Screen Person Overlay,"screen,share,arrow,close,view,display,camera,meeting",🖥️
Share Screen Person P,"screen,share,arrow,close,view,display,camera,meeting",🖥️
Share Screen Start,"screen,share,arrow,up",⬆️
Share Screen Stop,"screen,share,arrow,close,x,stop",❌
Share iOS,"arrow,square,up,send,iOS",⬆️
Shield,"security,protection,safety",🛡️
Shield Add,"security,protection,safety,new,plus",🛡️
Shield Badge,"security,protection,safety",🛡️
Shield Checkmark,"security,protection,safety",✅
Shield Dismiss,"security,protection,safety",❌
Shield Dismiss Shield,"security,protection,safety",🛡️
Shield Error,"security,protection,safety",⚠️
Shield Globe,"security,protection,safety,ai,globe",🌍
Shield Keyhole,"security,protection,safety",🛡️
Shield Lock,"security,protection,safety",🔒
Shield Person,"security,protection,safety",🛡️
Shield Person Add,"security,protection,safety",🛡️
Shield Prohibited,"security,protection,safety",🚫
Shield Question,"security,protection,safety,question mark",❓
Shield Task,"security,protection,safety",🛡️
Shifts,"work,frontline,time,clock,schedule",⏰
Shifts 30 Minutes,"work,frontline,time,clock,schedule,type,number",⏰
Shifts Activity,"work,frontline,time,clock,schedule",⏰
Shifts Add,"work,frontline,time,clock,schedule,plus",➕
Shifts Availability,"work,frontline,time,clock,schedule,checkmark,dismiss,x,close",✅
Shifts Checkmark,"work,frontline,time,clock,schedule",✅
Shifts Day,"work,frontline,time,clock,schedule,number,day,type",⏰
Shifts Open,"work,frontline,time,clock,schedule",⏰
Shifts Prohibited,"work,frontline,time,clock,schedule",🚫
Shifts Question Mark,"work,frontline,time,clock,schedule",❓
Shopping Bag,"collection,purchase,retail,cart,online,currency,product",🛍️
Shifts Team,"work,frontline,time,clock,schedule,people",👥
Shopping Bag Add,"collection,purchase,retail,cart,online,currency,product",➕
Shopping Bag Arrow Left,"collection,purchase,retail,cart,online,currency,product",⬅️
Shopping Bag Dismiss,"collection,purchase,retail,cart,online,currency,product",❌
Shopping Bag Pause,"collection,purchase,retail,cart,online,currency,product",⏸️
Shopping Bag Percent,"collection,purchase,retail,cart,online,currency,product",💯
Shopping Bag Play,"collection,purchase,retail,cart,online,currency,product",▶️
Shopping Bag Tag,"collection,purchase,retail,cart,online,currency,product",🏷️
Shortpick,"manufacturing,shipping,collection,stack,inventory",📦
Showerhead,"home,bathroom,water,shower",🚿
Sign Out,"door,arrow,right,logout",🚪
Skip Back 10,"arrow,skip,control,rewind,fast forward,playback,type,number",⏪
Signature,"pen,pencil,edit,draw,sign,document",✍️
Skip Forward 10,"arrow,skip,control,rewind,fast forward,playback,type,number",⏩
Skip Forward Tab,"arrow,skip,control,rewind,fast forward,playback",⏩
Skip Forward 30,,⏩
Slash Forward,"type,context switch,insert,keyboard,text",/
Sleep,"moon,music,white noise,sound,audio",🌙
Slide Add,"slide,landscape,document,presentation,plus,new",➕
Slide Arrow Right,"slide,landscape,document,presentation",➡️
Slide Content,"slide,rectangle,landscape,image,picture,presenter view",🖼️
Slide Eraser,"slide,landscape,document,presentation,edit,delete,clear",🧽
Slide Grid,"slide,landscape,document,presentation,grid",🔲
Slide Hide,"slide,landscape,document,presentation,view,hint",🙈
Slide Layout,"slide,landscape,document,presentation,content",🖼️
Slide Link,rectangle,🔗
Slide Microphone,"slide,landscape,document,presentation,audio,meeting,record",🎤
Slide Multiple,"slide,landscape,document,presentation,stack",🖼️
Slide Multiple Arrow Right,"slide,landscape,document,presentation,stack",➡️
Slide Multiple Search,"slide,landscape,document,presentation,stack",🔍
Slide Play,"slide,landscape,document,presentation,play",▶️
Slide Record,"slide,rectangle,landscape,record,video",⏺️
Slide Search,"slide,landscape,document,presentation,magnifying glass,data quality",🔍
Slide Settings,"slide,landscape,document,presentation,gear,input",⚙️
Slide Size,"slide,landscape,document,presentation,scale,fit,width",⤢
Slide Text,"slide,landscape,document,presentation",📝
Slide Text Call,"slide,landscape,document,presentation,call,phone,talk",📞
Slide Text Cursor,"slide,landscape,document,presentation,cursor,click",🖱️
Slide Text Edit,"slide,landscape,document,presentation,edit,pencil,compose",✏️
Slide Text Person,"slide,landscape,document,presentation,person,people",👤
Slide Text Multiple,"slide,landscape,document,presentation",📝
Slide Text Sparkle,"rectangle,ai,presentation,layout,landscape",✨
Slide Transition,"slide,landscape,document,presentation,animation",🎞️
Smartwatch,"device,smart,time,clock",⌚
Smartwatch Dot,"device,smart,time,clock,notification,alert",⌚
Snooze,"sleep,zzz,type,letter,time,alarm,alert",😴
Sound Source,"sound,audio,wave,device,settings",🔊
Sound Wave Circle,"sound,audio,wave",🔊
Sound Wave Circle Sparkle,"sound,audio,wave",✨
Space 3D,"vr,ar,virtual reality,augmented reality,video game,3d,world,virtual space,modeling,landscape",🌌
Spacebar,"keyboard,type,key,device,analog",⎵
Sparkle Circle,"ai,new,smart,enhanced,auto",✨
Sparkle,"ai,new,smart,enhanced,auto",✨
Spatula Spoon,"tools,kitchen,ladle,cooking",🥄
Speaker 0,"audio,sound,volume",🔈
Speaker 1,"audio,sound,volume",🔉
Speaker 2,"audio,sound,volume",🔊
Speaker Bluetooth,"audio,sound,volume,connect,sync",🔊
Speaker Box,"music,sound,noise,loud,device,set",🔊
Speaker Edit,"audio,sound,volume,settings",✏️
Speaker Off,"audio,sound,volume,slash,off",🔇
Speaker Settings,"audio,sound,volume,gear",⚙️
Speaker USB,"audio,sound,volume,analog,device,connection",🔊
Speaker Mute,"audio,sound,volume,mute,off",🔇
Split Hint,"cell,content,edit,canvas,half",➗
Spinner iOS,"loader,animation,spinner",🔄
Split Horizontal,"cell,content,edit,canvas,half",➗
Sport,"ball,event,activity,exercise",🏀
Split Vertical,"cell,content,edit,canvas,half",➗
Sport Baseball,,⚾
Sport American Football,,🏈
Sport Basketball,,🏀
Sport Hockey,,🏒
Sport Soccer,,⚽
Spray Can,"airbrush,spray,paint,can,spray paint",🖌️
Square,"content,ui,image,shape,app",🟦
Square Add,"content,ui,image,shape,app,new,plus",🟦
Square Dovetail Joint,"toolkit,tools,tooling",🟦
Square Eraser,"clear cell outputs,square,eraser,output,clear content,delete",🧽
Square Dismiss,"content,ui,image,shape,app,x,close",❌
Square Arrow Forward,"content,ui,image,shape,app",➡️
Square Hint,"content,ui,image,shape,app,hidden",🟦
Square Hint Arrow Back,"content,ui,image,shape,app,hidden",⬅️
Square Hint Apps,"content,ui,image,shape,app,hidden",🟦
Square Hint Hexagon,,⬡
Square Hint Sparkles,"content,ui,image,shape,app,hidden,ai,new,sparkle",✨
Square Multiple,"content,ui,image,shape,app,stack",🟦
Square Shadow,"content,ui,image,shape,app,effect",🟦
Square Text Arrow Repeat All,"paper,work,file,analog,arrow repeat all",🔁
Squares Nested,"scale,zoom,fit",🟦
Stack,"content,landscape,collection",🗂️
Stack Arrow Forward,"content,landscape,collection",➡️
Stack Star,"content,landscape,collection,favorite,like",⭐
Stack Off,"content,landscape,collection,disable,off",🚫
Stack Vertical,"card,view,UI",🗂️
Stack Add,"content,landscape,collection,add,more,plus",➕
Star,"favorite,rating,vote",⭐
Star Add,"favorite,rating,vote,new,plus",⭐
Star Arrow Back,"favorite,rating,vote,back,undo",⬅️
Star Arrow Right End,"favorite,rating,vote",➡️
Star Arrow Right Start,"favorite,rating,vote",➡️
Star Dismiss,"favorite,rating,vote,x,close",❌
Star Checkmark,"favorite,following",✅
Star Edit,"favorite,rating,vote,pencil",✏️
Star Emphasis,"favorite,rating,vote,motion,transition,alert",⭐
Star Half,"favorite,rating,vote",⭐
Star Off,"favorite,rating,vote,slash",🚫
Star Prohibited,"favorite,rating,vote,slash",🚫
Star One Quarter,"favorite,rating,vote",⭐
Star Line Horizontal 3,"favorite,rating,vote,navigation",⭐
Star Three Quarter,"favorite,rating,vote",⭐
Status,"edit,pencil,status",✏️
Step,"step,stair,stairs",🪜
Star Settings,"favorite,rating,vote,input,edit",⚙️
Steps,"stack,scale,manufacture",🪜
Stethoscope,"doctor,hospital,tool,health",🩺
Sticker Add,"content,patch,emote,emotion,vote,fun",➕
Stop,"control,playback,start,begin",⏹️
Store Microsoft,"bag,retail,purchase",🛍️
Storage,"hard drive,device,data",💾
Stream,"flow,process,work stream",🔄
Sticker,"content,patch,emote,emotion,vote,fun",🏷️
Stream Input,"flow,process,work stream",🔄
